,summary,Hazard,Mitigation,Impacts,Causes,Adaptation,word
Tech-Unternehmen,3.0920165901951187,-0.007264490891634878,-0.016585227649918852,-0.02858189990258727,0.05686214168880537,0.06454318373668995,Tech-Unternehmen
groß+en tech+-+unternehmen,3.0920165901951187,-0.007264490891634878,-0.016585227649918852,-0.02858189990258727,0.05686214168880537,0.06454318373668995,groß+en tech+-+unternehmen
leben,3.045938665611371,-0.00859785029576762,-0.017782483130582238,-0.02961721756329574,0.07187651969524535,0.06513429977521194,leben
tech+-+unternehmen leb+en,3.045938665611371,-0.00859785029576762,-0.017782483130582238,-0.02961721756329574,0.07187651969524535,0.06513429977521194,tech+-+unternehmen leb+en
Plötzlich,3.0313211967970175,-0.009029452741416406,-0.018169748874106467,-0.029951748594088345,0.07668707489097396,0.06532339223733509,Plötzlich
Google,3.0040837056654985,-0.009845090189717064,-0.01890122717615832,-0.0305831504263473,0.08571303967274786,0.06567778699927933,Google
plötzlich googel+e,3.0040837056654985,-0.009845090189717064,-0.01890122717615832,-0.0305831504263473,0.08571303967274786,0.06567778699927933,plötzlich googel+e
tabu,2.9913651827653887,-0.010231134734310572,-0.019247269838658796,-0.030881636336672787,0.08995577185690636,0.06584419336238019,tabu
googel+e tabu,2.9913651827653887,-0.010231134734310572,-0.019247269838658796,-0.030881636336672787,0.08995577185690636,0.06584419336238019,googel+e tabu
Netflix-Algorithmus,2.972460832727447,-0.01081116127953477,-0.019766990866722834,-0.03132967553495886,0.09629546496844252,0.06609262958079239,Netflix-Algorithmus
tabu netflix-algorithmu+s,2.972460832727447,-0.01081116127953477,-0.019766990866722834,-0.03132967553495886,0.09629546496844252,0.06609262958079239,tabu netflix-algorithmu+s
neue,6.4946458647121235,0.03912083173620164,0.025993171080380018,0.009431923856774119,-0.6852924864203735,0.034121809818034074,neue
netflix-algorithmu+s neu+e,2.9266475185048515,-0.012248538133719603,-0.0210538777141256,-0.03243775204144833,0.11182806161652904,0.06670020622630222,netflix-algorithmu+s neu+e
Serie,2.9197180018724795,-0.012469960593106472,-0.021251986056849078,-0.032608167605485516,0.11419860100659246,0.06679279334743825,Serie
neu+e serie,2.9197180018724795,-0.012469960593106472,-0.021251986056849078,-0.032608167605485516,0.11419860100659246,0.06679279334743825,neu+e serie
+330,2.9063865852973922,-0.01289898148995732,-0.021635734739426135,-0.03293814812261429,0.1187750515811641,0.0669714322651466,+330
serie +330,2.9063865852973922,-0.01289898148995732,-0.021635734739426135,-0.03293814812261429,0.1187750515811641,0.0669714322651466,serie +330
chars,135.90781213528976,0.03500803546822775,0.04318414731789122,0.02996290359591621,-0.22190406293269863,-0.12390100728273537,chars
+330 chars,2.8999699862360364,-0.013106912944194807,-0.0218216771852735,-0.03309797820773088,0.12098525055684985,0.06705765612423216,+330 chars
Berlin,6.6716612115731975,0.040270558166801224,0.027074633244562635,0.010430867080668435,-0.7121832482033701,0.03299671270216131,Berlin
berlin tag,3.600175622731439,0.005153342109739091,-0.005369755075168759,-0.01880060399460142,-0.09529699044228516,0.05847854362010393,berlin tag
Macht,3.6576872437363703,0.006340347138105637,-0.0042912732531753504,-0.017851893368207177,-0.11114540913951497,0.05783974091303543,Macht
tag macht,3.6576872437363703,0.006340347138105637,-0.0042912732531753504,-0.017851893368207177,-0.11114540913951497,0.05783974091303543,tag macht
Mossad,3.7344067821695512,0.007866946414038232,-0.002902534828923971,-0.01662808712112535,-0.13190334132017312,0.0570012027838317,Mossad
macht mossad,3.7344067821695512,0.007866946414038232,-0.002902534828923971,-0.01662808712112535,-0.13190334132017312,0.0570012027838317,macht mossad
Meinung,3.8385229241385037,0.00984141697424597,-0.001103481013184305,-0.015039025248378069,-0.15940199950665285,0.05588725117428293,Meinung
mossad meinung,3.8385229241385037,0.00984141697424597,-0.001103481013184305,-0.015039025248378069,-0.15940199950665285,0.05588725117428293,mossad meinung
Moralgewitter,3.98494317572481,0.012444624556904853,0.0012735143802179662,-0.012933044677857886,-0.19683741467648935,0.05436533611416992,Moralgewitter
meinung moral+gewitter,3.98494317572481,0.012444624556904853,0.0012735143802179662,-0.012933044677857886,-0.19683741467648935,0.05436533611416992,meinung moral+gewitter
Friedrich,10.458002159533063,0.056030753245722,0.042047978068264366,0.024451109375405733,-1.1616818043397759,0.01429343903379698,Friedrich
moral+gewitter friedrich,4.349308397722342,0.018169857161943102,0.006522068206666464,-0.0082563862009542,-0.28433120550921004,0.05078609708726913,moral+gewitter friedrich
Merz,10.990633019238881,0.05743900281605549,0.04339993358002022,0.025734732748666472,-1.2113577284015753,0.012254437026439274,Merz
friedrich merz,10.359825360648749,0.05575695896058076,0.04178540255868527,0.024202149289213434,-1.1522497416870778,0.014681505593398652,friedrich merz
Stadtbild-Tsunami,5.378402402003857,0.030228381254115307,0.017675634160643317,0.0018083412238974984,-0.49670574085258645,0.041997151036752146,Stadtbild-Tsunami
merz stadtbild-tsunami,5.378402402003857,0.030228381254115307,0.017675634160643317,0.0018083412238974984,-0.49670574085258645,0.041997151036752146,merz stadtbild-tsunami
stadtbild-tsunami friedrich,4.349308397722342,0.018169857161943102,0.006522068206666464,-0.0082563862009542,-0.28433120550921004,0.05078609708726913,stadtbild-tsunami friedrich
Stadtbild,7.404705497642533,0.04447963196639688,0.031046075831722027,0.014114852279663095,-0.8164300382631949,0.028635726506847935,Stadtbild
merz stadt+bild,7.404705497642533,0.04447963196639688,0.031046075831722027,0.014114852279663095,-0.8164300382631949,0.028635726506847935,merz stadt+bild
Designer-Handschuhe,5.960709716211311,0.035263148758342515,0.02237481730123633,0.006102671651383609,-0.599503915967096,0.03770889429670829,Designer-Handschuhe
stadt+bild designer+-+hand+schuh+e,5.960709716211311,0.035263148758342515,0.02237481730123633,0.006102671651383609,-0.599503915967096,0.03770889429670829,stadt+bild designer+-+hand+schuh+e
Politik,6.36781596289922,0.03826001768509818,0.02518439540435413,0.00868603559133756,-0.6655709099040306,0.034946815213451755,Politik
designer+-+hand+schuh+e politik,5.207920643534224,0.028550450771295557,0.016115228176548268,0.0003895770667283124,-0.46449502945161336,0.04333730422366314,designer+-+hand+schuh+e politik
Catwalk,4.971224299898096,0.026036974837484496,0.013782987512619381,-0.0017243777525446306,-0.4179805098580369,0.04526872593613281,Catwalk
politik catwalk,4.971224299898096,0.026036974837484496,0.013782987512619381,-0.0017243777525446306,-0.4179805098580369,0.04526872593613281,politik catwalk
Zwischen,4.826836491253488,0.02438663490221713,0.012254977405227312,-0.003105145306340102,-0.38850564440052043,0.04648993078982793,Zwischen
catwalk zwischen,4.826836491253488,0.02438663490221713,0.012254977405227312,-0.003105145306340102,-0.38850564440052043,0.04648993078982793,catwalk zwischen
GNTM,4.703169878527902,0.022894924761701428,0.010876076619422123,-0.004348330467877156,-0.3625510857000939,0.047563365549565445,GNTM
zwischen gntm,4.703169878527902,0.022894924761701428,0.010876076619422123,-0.004348330467877156,-0.3625510857000939,0.047563365549565445,zwischen gntm
politischem,4.629917766429484,0.021974751806729382,0.010026539021277755,-0.005112922773953311,-0.34685346898812414,0.048211658344773804,politischem
gntm politisch+em,4.629917766429484,0.021974751806729382,0.010026539021277755,-0.005112922773953311,-0.34685346898812414,0.048211658344773804,gntm politisch+em
Wahnsinn,4.5010022128133835,0.02028439108755306,0.008467996458694907,-0.006513009322067682,-0.3186144480157912,0.04937601036898114,Wahnsinn
politisch+em wahnsinn,4.5010022128133835,0.02028439108755306,0.008467996458694907,-0.006513009322067682,-0.3186144480157912,0.04937601036898114,politisch+em wahnsinn
medialer,4.3822802668057355,0.018641674301917606,0.006955910135381267,-0.007868152815570987,-0.2918835598563945,0.050475807603244084,medialer
wahnsinn medial+er,4.3822802668057355,0.018641674301917606,0.006955910135381267,-0.007868152815570987,-0.2918835598563945,0.050475807603244084,wahnsinn medial+er
Empörung,4.3101272801931465,0.017599973804416958,0.00599832240395409,-0.008724729988663287,-0.2752817971249932,0.05115762964603407,Empörung
medial+er empörung,4.3101272801931465,0.017599973804416958,0.00599832240395409,-0.008724729988663287,-0.2752817971249932,0.05115762964603407,medial+er empörung
prallen,4.244700660014619,0.016625308617120665,0.005103244891369352,-0.009524263147833065,-0.259985663457391,0.0517849586669831,prallen
empörung prall+en,4.244700660014619,0.016625308617120665,0.005103244891369352,-0.009524263147833065,-0.259985663457391,0.0517849586669831,empörung prall+en
Boulevard,4.191381384551881,0.01580886727626404,0.004354126716647087,-0.01019258462639028,-0.24734472772816996,0.05230274014926227,Boulevard
prall+en boulevard,4.191381384551881,0.01580886727626404,0.004354126716647087,-0.01019258462639028,-0.24734472772816996,0.05230274014926227,prall+en boulevard
Inszenierung,4.124431854945334,0.014754261170734199,0.0033873603734579515,-0.01105396486036274,-0.23124264024429764,0.052961411493308005,Inszenierung
boulevard inszenierung,4.124431854945334,0.014754261170734199,0.0033873603734579515,-0.01105396486036274,-0.23124264024429764,0.052961411493308005,boulevard inszenierung
Diskurs,4.048213824599114,0.013511753963656168,0.0022496024206385247,-0.01206609838586027,-0.2125901149505661,0.05372313585756025,Diskurs
inszenierung diskurs,4.048213824599114,0.013511753963656168,0.0022496024206385247,-0.01206609838586027,-0.2125901149505661,0.05372313585756025,inszenierung diskurs
Moral,4.835652630959739,0.024490144225506286,0.012350737427233279,-0.0030187104779747912,-0.39033046242436353,0.046414390139490426,Moral
diskurs moral,4.835652630959739,0.024490144225506286,0.012350737427233279,-0.0030187104779747912,-0.39033046242436353,0.046414390139490426,diskurs moral
aufeinander,3.9622690538377694,0.012053988691348366,0.0009164524269462174,-0.01324986777044823,-0.19113121663979213,0.05459770877528133,aufeinander
moral aufeinander,3.9622690538377694,0.012053988691348366,0.0009164524269462174,-0.01324986777044823,-0.19113121663979213,0.05459770877528133,moral aufeinander
Und,6.56121418526204,0.03956005796516619,0.026406150648416945,0.009813179116151247,-0.6954900371239359,0.033695167574352015,Und
sagt,8.419649390022748,0.0486449986850193,0.03684152820213643,0.017747899914354586,-0.9448825493255039,0.02278585851410434,sagt
und sag+t,3.0313211967970175,-0.009029452741416406,-0.018169748874106467,-0.029951748594088345,0.07668707489097396,0.06532339223733509,und sag+t
eigentlich,3.0213015265375227,-0.009327754337032345,-0.018437327449625004,-0.030182789809438396,0.07999793032349113,0.06545344963929921,eigentlich
sag+t eigentlich,3.0213015265375227,-0.009327754337032345,-0.018437327449625004,-0.030182789809438396,0.07999793032349113,0.06545344963929921,sag+t eigentlich
größte,5.010966305273219,0.02647503167462197,0.014189014842972506,-0.0013569154851485923,-0.4259431338808186,0.04493844595544206,größte
eigentlich groß,2.993147954839048,-0.010176820853748395,-0.019198590500443178,-0.030839655274983876,0.08935997664837284,0.06582083235478428,eigentlich groß
Volksphilosoph,2.980897055143764,-0.010551392716425903,-0.019534260634058935,-0.03112908231377669,0.09346135748759912,0.06598160032316835,Volksphilosoph
groß volk+s+philosoph,2.980897055143764,-0.010551392716425903,-0.019534260634058935,-0.03112908231377669,0.09346135748759912,0.06598160032316835,groß volk+s+philosoph
Nation,2.950117977617398,-0.011506467353685015,-0.0203896854659955,-0.03186608184542332,0.10384047595721012,0.06638795919839785,Nation
volk+s+philosoph nation,2.950117977617398,-0.011506467353685015,-0.0203896854659955,-0.03186608184542332,0.10384047595721012,0.06638795919839785,volk+s+philosoph nation
+7892,2.7439861869487574,-0.018468376694648785,-0.026605684063326498,-0.03719698425645596,0.17627396198177464,0.069203743667705,+7892
und +7892,2.7439861869487574,-0.018468376694648785,-0.026605684063326498,-0.03719698425645596,0.17627396198177464,0.069203743667705,und +7892
+7892 chars,2.7401657880405836,-0.01860755674716774,-0.026729608827362195,-0.03730283182329117,0.17766721276825662,0.06925754929050666,+7892 chars
Skistar,4.043108141632757,0.013426866715283333,0.002171920951641083,-0.012135140005270799,-0.21132810024757717,0.0537746228783042,Skistar
Pinturault,8.98690486220097,0.05136491420790335,0.037585408331815326,0.02023511125154681,-1.0100828645405864,0.020561241495462474,Pinturault
ski+star pinturault,4.230970562474075,0.01641700622158067,0.004912062361073571,-0.009694897477265936,-0.2567457762106173,0.05191772366274406,ski+star pinturault
kritisiert,4.618329986025826,0.02182658180473793,0.009889817246952695,-0.005235879404071607,-0.3443475269377272,0.048315082983389775,kritisiert
pinturault kritisier+t,4.618329986025826,0.02182658180473793,0.009889817246952695,-0.005235879404071607,-0.3443475269377272,0.048315082983389775,pinturault kritisier+t
FIS,5.378402402003857,0.030228381254115307,0.017675634160643317,0.0018083412238974984,-0.49670574085258645,0.041997151036752146,FIS
kritisier+t fis,5.378402402003857,0.030228381254115307,0.017675634160643317,0.0018083412238974984,-0.49670574085258645,0.041997151036752146,kritisier+t fis
Ein,86.46471446811735,0.006080001004805444,0.005306368895663698,0.03291590495211486,0.16762040536596196,-0.14154941161867893,Ein
fis ein,6.320370033296823,0.037929606558493215,0.024874168304604566,0.008400196479626395,-0.6580921180951483,0.035259628189598026,fis ein
ein tsunami,12.761624849646967,0.0613550536248794,0.04717192571605498,0.02933176697022155,-1.3607569712017669,0.00617789281683615,ein tsunami
Alexis,8.970179496614296,0.051303886702533816,0.03752720843118081,0.020180339523874553,-1.008220048719376,0.020638615663752875,Alexis
tsunami alexis,5.490276371447571,0.031274964553346773,0.018650337334831717,0.002696377890372363,-0.517292957215421,0.04113960284566217,tsunami alexis
alexis pinturault,7.2841275297122,0.04384183776219266,0.030443035478295785,0.013553873014090537,-0.8000120319878753,0.02932226345796254,alexis pinturault
kehrt,6.381046308831634,0.03835132434538176,0.025270144848451106,0.008765069958238576,-0.6676464442379875,0.034859997717688086,kehrt
pinturault kehr+t,6.381046308831634,0.03835132434538176,0.025270144848451106,0.008765069958238576,-0.6676464442379875,0.034859997717688086,pinturault kehr+t
Kitzbühel-Sturz,5.5826479686930055,0.03210874388041639,0.019427642441593236,0.0034055723411823315,-0.5339775722705173,0.04044410045726328,Kitzbühel-Sturz
kehr+t kitzbühel-sturz,5.5826479686930055,0.03210874388041639,0.019427642441593236,0.0034055723411823315,-0.5339775722705173,0.04044410045726328,kehr+t kitzbühel-sturz
zurück,11.167737185001183,0.05788041082905842,0.04382418356255209,0.026138151547857893,-1.2273433749595322,0.011600103594435052,zurück
kitzbühel-sturz zurück,5.164146922510981,0.028102401720104333,0.01569903276294276,1.1759578190908348e-05,-0.4560542859572953,0.043688144648216846,kitzbühel-sturz zurück
Pisten,4.888115077857104,0.025098598726504436,0.012913846730520857,-0.0025101738815666744,-0.40112112660334603,0.04596751758272004,Pisten
zurück piste+n,4.888115077857104,0.025098598726504436,0.012913846730520857,-0.0025101738815666744,-0.40112112660334603,0.04596751758272004,zurück piste+n
Skiverband,4.7160429891650955,0.023053754568754335,0.011022794790022722,-0.004216180145625054,-0.36528446031068207,0.04745040700624355,Skiverband
piste+n ski+verband,4.7160429891650955,0.023053754568754335,0.011022794790022722,-0.004216180145625054,-0.36528446031068207,0.04745040700624355,piste+n ski+verband
Präsident,10.996018273270725,0.05745261303399253,0.043413011274248244,0.025747163946147664,-1.2118475941904023,0.012234372022124905,Präsident
ski+verband präsident,4.5521530810261845,0.020966284680945437,0.009096394977913386,-0.0059489056910002,-0.3299146877360591,0.048910377836750105,ski+verband präsident
Johan,4.453072019736365,0.019631525556794635,0.007866750995439806,-0.007052226966947893,-0.30790856159390423,0.0498167717404549,Johan
präsident johan,4.453072019736365,0.019631525556794635,0.007866750995439806,-0.007052226966947893,-0.30790856159390423,0.0498167717404549,präsident johan
Eliasch,4.399347992927973,0.018883182201876028,0.00717805817002604,-0.007669258882886951,-0.2957707085965659,0.050316026771484564,Eliasch
johan eliasch,4.399347992927973,0.018883182201876028,0.00717805817002604,-0.007669258882886951,-0.2957707085965659,0.050316026771484564,johan eliasch
greift,4.3333749810629,0.017939329217756178,0.006310168305763934,-0.008445916269362561,-0.2806610418398163,0.05093681427909563,greift
eliasch greif+t,4.3333749810629,0.017939329217756178,0.006310168305763934,-0.008445916269362561,-0.2806610418398163,0.05093681427909563,eliasch greif+t
Sicherheitsdebatte,4.210884081202524,0.0161098604614159,0.00463023095661921,-0.009946347830285682,-0.2519869832614147,0.05211265983435996,Sicherheitsdebatte
greif+t sicherheit+s+debatte,4.210884081202524,0.0161098604614159,0.00463023095661921,-0.009946347830285682,-0.2519869832614147,0.05211265983435996,greif+t sicherheit+s+debatte
offenbar,8.205719774808934,0.027619747391477045,0.014024675668373534,-0.0031021151868330554,-0.24155154777301074,0.00523626124337775,offenbar
pinturault offenbar,2.8365453255280855,-0.015214008800093578,-0.02370422022860095,-0.03471397941728103,0.1430987608792318,0.06791853529126568,pinturault offenbar
Hof…,2.822305502589975,-0.01570042320419034,-0.024138354514746982,-0.03508608871221254,0.14813153287732156,0.06811399659909241,Hof…
offenbar hof…,2.822305502589975,-0.01570042320419034,-0.024138354514746982,-0.03508608871221254,0.14813153287732156,0.06811399659909241,offenbar hof…
+2050,2.8168459204361125,-0.015888253053084767,-0.024305952121621403,-0.035229685969085246,0.1500678468544123,0.06818915220347486,+2050
hof… +2050,2.8168459204361125,-0.015888253053084767,-0.024305952121621403,-0.035229685969085246,0.1500678468544123,0.06818915220347486,hof… +2050
+2050 char+s,2.8115134774533264,-0.016072431156964755,-0.02447026748456614,-0.03537044099590199,0.15196269549548355,0.06826267334788289,+2050 char+s
Wir,4.214198984732937,0.016160747861140152,0.0046769184919351085,-0.00990470055015902,-0.2527738962628719,0.05208043108673463,Wir
gingen,3.2245585839994124,-0.0036446626917216994,-0.01332820484769225,-0.02575694637233992,0.014889570220669801,0.06288341230401163,gingen
wir geh+en,3.2245585839994124,-0.0036446626917216994,-0.01332820484769225,-0.02575694637233992,0.014889570220669801,0.06288341230401163,wir geh+en
tote,3.2715219388035583,-0.0024332969734192434,-0.012236032208234965,-0.024806850133172673,0.0004303365786957282,0.06230921447656468,tote
geh+en tot+e,3.2715219388035583,-0.0024332969734192434,-0.012236032208234965,-0.024806850133172673,0.0004303365786957282,0.06230921447656468,geh+en tot+e
gequetschte,3.3110698538647028,-0.0014401268165686637,-0.011339743115323106,-0.024026088840255967,-0.011585717933365547,0.061831123886936144,gequetschte
tot+e ge+quetsch+t+e,3.3110698538647028,-0.0014401268165686637,-0.011339743115323106,-0.024026088840255967,-0.011585717933365547,0.061831123886936144,tot+e ge+quetsch+t+e
Menschen,70.5440570646183,0.040871947864505834,0.04569855044988919,0.08774604389307712,-1.005502042755336,-0.09900678372311533,Menschen
ge+quetsch+t+e mensch+en,3.3709443104826553,1.877554264335808e-05,-0.010021763090745572,-0.022876230142463014,-0.029507278016322504,0.06111655464763078,ge+quetsch+t+e mensch+en
hinweg,3.422474346321411,0.0012331967736616647,-0.00892337541639978,-0.02191633893222165,-0.044678144634060585,0.06051027529969121,hinweg
mensch+en hinweg,3.422474346321411,0.0012331967736616647,-0.00892337541639978,-0.02191633893222165,-0.044678144634060585,0.06051027529969121,mensch+en hinweg
hinweg der,3.4742283929285422,0.002416437348331257,-0.007852065406963676,-0.020978686287933996,-0.059686771238710044,0.059909257526566416,hinweg der
der mensch+en,7.873152887003506,0.04308235003955,0.04264127983080182,0.012463249610520517,-0.8777729652463565,0.02265050490989591,der mensch+en
Kirchen,5.25374189645897,0.02901174141902185,0.016543930826096807,0.000779011544207013,-0.4732549269841702,0.04297304251307659,Kirchen
mensch+en kirche+n,5.25374189645897,0.02901174141902185,0.016543930826096807,0.000779011544207013,-0.4732549269841702,0.04297304251307659,mensch+en kirche+n
versammelt,5.46117271072665,0.031006662224770568,0.018400357249690052,0.0024684916891531262,-0.5119779109568502,0.04136106747991249,versammelt
kirche+n versammel+t,5.46117271072665,0.031006662224770568,0.018400357249690052,0.0024684916891531262,-0.5119779109568502,0.04136106747991249,kirche+n versammel+t
November,6.56719223452904,0.009597026917081359,-0.003484152579849299,0.08276235226463079,-0.6964007416662878,0.006105700289387743,November
versammel+t november,6.381046308831634,0.03835132434538176,0.025270144848451106,0.008765069958238576,-0.6676464442379875,0.034859997717688086,versammel+t november
1755,7.093090044140617,0.04278995832005187,0.02944945796569294,0.012630840255834233,-0.7734354390067467,0.03043390648948027,1755
november 1755,7.093090044140617,0.04278995832005187,0.02944945796569294,0.012630840255834233,-0.7734354390067467,0.03043390648948027,november 1755
Erdbeben,295.8078870678671,0.05298966674578248,0.05445948213407467,0.07903879016878894,-0.9887605833870299,-0.1232163369940882,Erdbeben
1755 erdbeben,7.703310535092339,0.045978872069002516,0.032465408543220844,0.015437450044146601,-0.8559645381625225,0.026983387949512595,1755 erdbeben
erdbeben tsunami,59.17520807344321,0.08438248326761037,0.06971923055066886,0.051294909109239076,-2.8948170337109316,-0.04781595001692628,erdbeben tsunami
